market_segment,previous_cancellations,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,lead_time,is_canceled
Online TA,0,No Deposit,0,Transient,D,0,1,311,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,46,0
Groups,0,No Deposit,0,Transient-Party,E,0,0,277,0
Direct,0,No Deposit,0,Transient,A,0,0,8,0
Corporate,0,No Deposit,0,Transient-Party,A,1,0,1,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,4,0
Groups,0,No Deposit,0,Transient,E,0,1,31,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,1,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,0,1
Online TA,0,No Deposit,0,Transient-Party,G,0,1,69,0
Direct,0,No Deposit,0,Transient,D,1,1,10,0
Online TA,0,No Deposit,0,Transient,A,1,1,95,0
Online TA,0,No Deposit,0,Contract,A,1,1,44,0
Online TA,1,No Deposit,0,Transient,D,0,1,29,1
Online TA,0,No Deposit,0,Contract,D,0,1,9,0
Direct,0,No Deposit,0,Transient,E,0,1,86,0
Online TA,0,No Deposit,0,Transient,E,0,1,93,1
Groups,0,No Deposit,0,Transient-Party,D,0,1,151,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,184,0
Online TA,0,No Deposit,0,Transient,F,0,0,12,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,172,0
Online TA,0,No Deposit,0,Contract,A,1,1,17,0
Online TA,0,No Deposit,0,Transient,A,0,1,74,1
Online TA,0,No Deposit,0,Transient,Others,1,0,9,0
Direct,0,No Deposit,0,Transient,A,0,0,12,1
Online TA,0,No Deposit,0,Contract,D,1,1,14,0
Corporate,1,No Deposit,0,Transient,A,0,1,13,0
Online TA,0,No Deposit,0,Transient,A,0,0,1,0
Direct,0,No Deposit,0,Transient,E,0,1,30,0
Direct,0,No Deposit,0,Transient,A,0,1,119,0
Corporate,0,No Deposit,0,Transient-Party,D,1,0,15,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,78,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,253,0
Online TA,0,No Deposit,0,Transient,A,0,0,18,1
Groups,0,No Deposit,0,Transient-Party,D,0,0,124,1
Direct,0,No Deposit,0,Transient,G,1,1,39,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,20,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,101,0
Online TA,0,No Deposit,0,Transient-Party,D,1,0,40,0
Online TA,0,No Deposit,0,Transient,G,1,0,14,0
Others,0,No Deposit,0,Transient,D,0,0,5,0
Direct,0,No Deposit,0,Transient,D,1,1,227,0
Online TA,0,No Deposit,0,Transient,A,0,1,188,1
Direct,0,No Deposit,0,Transient,E,0,0,136,1
Direct,0,No Deposit,0,Transient,F,0,0,91,1
Direct,0,No Deposit,0,Group,D,0,1,76,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,61,0
Direct,0,No Deposit,0,Transient,Others,1,0,133,0
Direct,0,No Deposit,0,Transient,A,1,1,9,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,71,0
Direct,0,No Deposit,0,Transient,E,0,0,73,1
Online TA,0,No Deposit,0,Contract,A,0,1,41,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,227,0
Direct,0,No Deposit,0,Transient,D,0,0,229,0
Online TA,0,No Deposit,0,Transient,B,0,0,75,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,66,0
Online TA,0,No Deposit,0,Contract,F,1,1,5,0
Offline TA/TO,1,No Deposit,0,Transient,A,0,1,0,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,91,0
Offline TA/TO,0,No Deposit,0,Contract,A,1,0,17,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,281,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,48,0
Corporate,0,No Deposit,0,Transient,A,0,0,18,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,112,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,195,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,74,0
Corporate,0,No Deposit,0,Transient,E,0,0,1,0
Online TA,0,No Deposit,0,Transient,A,0,1,69,1
Online TA,0,No Deposit,0,Transient,E,0,0,7,0
Online TA,0,No Deposit,0,Transient,D,0,0,24,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,107,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,352,0
Online TA,0,No Deposit,0,Transient,A,0,1,86,1
Groups,1,Non Refund,0,Transient,A,0,0,265,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,94,0
Online TA,0,No Deposit,0,Transient,D,0,1,150,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,11,1
Online TA,0,No Deposit,0,Transient,F,0,1,83,0
Others,1,No Deposit,0,Transient,D,0,1,4,0
Online TA,0,No Deposit,0,Group,A,0,1,10,0
Corporate,0,No Deposit,0,Transient,A,0,0,4,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,26,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,178,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,1,153,0
Online TA,0,No Deposit,0,Transient,D,0,1,31,1
Online TA,0,No Deposit,0,Transient,D,0,1,193,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,5,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,204,0
Online TA,0,No Deposit,0,Transient,F,0,0,35,0
Direct,0,No Deposit,0,Transient-Party,E,0,1,73,0
Online TA,0,No Deposit,0,Transient,A,1,1,317,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,5,0
Offline TA/TO,1,Non Refund,0,Transient-Party,A,0,0,336,1
Online TA,0,No Deposit,0,Transient,D,1,0,42,0
Online TA,0,No Deposit,0,Transient,B,0,0,4,0
Others,0,No Deposit,0,Transient,E,0,1,1,0
Groups,0,Refundable,0,Group,A,1,0,9,0
Online TA,0,No Deposit,0,Transient,D,0,1,59,0
Online TA,0,No Deposit,0,Transient,D,0,0,58,0
Groups,0,No Deposit,0,Transient,A,0,1,96,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,40,0
Direct,0,No Deposit,0,Transient-Party,G,0,1,250,0
Online TA,0,No Deposit,0,Transient,E,0,1,35,0
Online TA,1,No Deposit,0,Transient,G,0,1,49,1
Direct,0,No Deposit,0,Transient,Others,0,0,2,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,93,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,75,0
Online TA,0,No Deposit,0,Transient,B,0,0,22,1
Direct,0,No Deposit,0,Transient,A,0,1,98,1
Direct,0,No Deposit,0,Transient,F,0,1,47,0
Direct,0,No Deposit,0,Transient,A,0,0,61,1
Online TA,0,No Deposit,0,Transient,A,0,1,294,0
Direct,0,No Deposit,0,Transient,A,0,1,13,0
Online TA,0,No Deposit,0,Transient,F,0,0,155,1
Online TA,0,No Deposit,0,Transient,G,0,1,312,1
Groups,0,No Deposit,0,Contract,A,0,0,40,0
Online TA,0,No Deposit,0,Transient,G,0,1,74,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,12,0
Online TA,0,No Deposit,0,Transient,A,1,1,0,0
Others,1,No Deposit,0,Transient,D,0,0,4,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,9,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,191,0
Corporate,0,No Deposit,0,Transient-Party,G,0,0,15,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,118,0
Direct,0,No Deposit,0,Transient,A,1,0,129,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,128,0
Online TA,0,No Deposit,0,Transient,E,0,1,70,1
Corporate,0,No Deposit,0,Transient,A,0,1,31,0
Online TA,0,No Deposit,0,Transient,E,0,1,266,1
Online TA,0,No Deposit,0,Transient,D,0,0,82,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,118,0
Offline TA/TO,0,No Deposit,0,Transient,F,0,1,198,0
Corporate,1,No Deposit,0,Transient,A,1,0,0,0
Direct,0,No Deposit,0,Transient,D,0,0,21,0
Online TA,0,No Deposit,0,Transient,D,0,0,255,1
Online TA,0,No Deposit,0,Transient,Others,0,0,65,1
Online TA,0,No Deposit,0,Transient,D,0,0,108,0
Online TA,0,No Deposit,0,Contract,F,0,1,1,0
Online TA,0,No Deposit,0,Transient,F,0,0,37,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,0,0
Online TA,0,No Deposit,0,Transient,A,0,0,178,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,2,0
Online TA,0,No Deposit,0,Transient,D,0,1,56,0
Online TA,0,No Deposit,0,Transient,D,0,1,32,1
Online TA,0,No Deposit,0,Group,A,0,1,26,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,164,0
Online TA,0,No Deposit,0,Transient,A,0,1,87,1
Online TA,0,No Deposit,0,Transient,A,0,0,76,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,0,50,0
Online TA,0,No Deposit,0,Transient,Others,0,0,44,1
Online TA,0,No Deposit,0,Transient-Party,B,0,1,66,0
Direct,0,No Deposit,0,Transient,G,0,1,23,0
Corporate,0,No Deposit,0,Transient,A,1,0,7,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,10,0
Online TA,0,No Deposit,0,Group,D,0,1,10,0
Groups,1,No Deposit,0,Transient-Party,A,0,0,283,1
Others,1,No Deposit,0,Transient,A,1,1,1,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,31,0
Online TA,0,No Deposit,0,Transient,E,0,0,16,1
Online TA,0,No Deposit,0,Transient,E,0,1,107,0
Online TA,0,No Deposit,0,Transient,B,0,0,5,1
Online TA,0,No Deposit,0,Transient,A,0,0,85,0
Direct,0,No Deposit,0,Transient-Party,B,0,1,30,0
Direct,0,No Deposit,0,Transient-Party,B,1,1,16,0
Online TA,0,No Deposit,0,Transient,F,0,1,121,0
Online TA,0,No Deposit,0,Contract,F,0,1,10,1
Online TA,0,No Deposit,0,Transient,E,0,1,8,1
Online TA,0,No Deposit,0,Transient,A,0,1,117,0
Online TA,0,No Deposit,0,Transient,E,0,1,167,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,14,0
Online TA,0,No Deposit,0,Transient,D,1,1,214,0
Online TA,0,No Deposit,0,Transient,D,1,0,23,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,16,0
Online TA,0,No Deposit,0,Transient,E,0,0,155,0
Online TA,0,No Deposit,0,Transient,F,0,1,26,1
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,58,0
Online TA,0,No Deposit,0,Transient,A,1,0,70,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,70,0
Direct,0,No Deposit,0,Transient-Party,F,0,1,11,0
Online TA,0,No Deposit,0,Transient,Others,1,1,22,0
Direct,0,No Deposit,0,Transient,A,1,1,2,0
Online TA,0,No Deposit,0,Transient,A,1,1,83,0
Online TA,0,No Deposit,0,Transient,A,0,0,19,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,1,1,151,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,194,0
Groups,0,Non Refund,1,Transient-Party,A,0,0,18,0
Online TA,0,No Deposit,0,Transient,G,0,1,46,0
Direct,0,No Deposit,0,Transient,E,0,0,40,1
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,213,0
Online TA,0,No Deposit,0,Contract,B,0,0,69,0
Offline TA/TO,1,No Deposit,0,Contract,A,0,1,152,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,167,0
Direct,0,No Deposit,0,Transient,D,0,0,283,1
Online TA,0,No Deposit,0,Transient,A,0,1,48,1
Online TA,0,No Deposit,0,Transient,D,0,0,5,1
Online TA,1,No Deposit,0,Transient,A,0,0,256,1
Online TA,0,No Deposit,0,Transient,A,0,1,3,1
Online TA,0,No Deposit,0,Transient,F,0,1,77,0
Online TA,0,No Deposit,0,Transient,F,0,0,23,1
Online TA,0,No Deposit,0,Contract,G,0,1,8,0
Direct,0,No Deposit,0,Transient,F,0,1,86,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,224,0
Online TA,0,No Deposit,0,Transient,D,0,1,345,1
Online TA,0,No Deposit,0,Transient,A,0,1,319,0
Online TA,0,No Deposit,0,Transient,E,0,1,172,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,85,0
Groups,0,No Deposit,0,Transient-Party,D,1,0,31,0
Direct,0,No Deposit,0,Transient-Party,E,0,1,74,0
Direct,0,No Deposit,0,Transient,Others,1,0,5,0
Direct,0,No Deposit,0,Transient,A,0,1,81,1
Offline TA/TO,1,No Deposit,0,Transient,A,0,1,195,1
Offline TA/TO,0,No Deposit,0,Group,D,0,0,20,0
Corporate,0,No Deposit,0,Transient,A,1,0,33,0
Online TA,0,No Deposit,0,Transient,F,0,1,7,0
Direct,0,No Deposit,0,Transient,Others,0,1,0,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,383,0
Online TA,0,No Deposit,0,Transient,E,1,1,50,0
Online TA,0,No Deposit,0,Transient-Party,G,0,0,198,1
Online TA,0,No Deposit,0,Transient,A,0,1,75,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,63,0
Direct,0,No Deposit,0,Contract,A,0,0,77,0
Direct,0,No Deposit,0,Transient,G,0,0,134,1
Direct,0,No Deposit,0,Transient,Others,1,1,13,0
Direct,0,No Deposit,0,Transient,G,0,1,113,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,86,0
Corporate,0,No Deposit,0,Transient,B,1,0,1,0
Online TA,1,No Deposit,0,Contract,D,0,0,27,1
Online TA,0,No Deposit,0,Transient,E,1,1,54,0
Corporate,0,No Deposit,0,Transient-Party,E,0,0,36,0
Online TA,0,No Deposit,0,Transient,Others,0,0,27,0
Others,0,No Deposit,0,Transient,Others,0,0,3,0
Online TA,0,No Deposit,0,Transient,D,0,1,49,1
Online TA,0,No Deposit,0,Transient,D,0,1,171,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,194,0
Corporate,1,No Deposit,0,Transient-Party,A,0,0,3,0
Online TA,0,No Deposit,0,Transient,Others,0,0,32,0
Groups,0,No Deposit,0,Transient-Party,E,0,0,5,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,154,0
Online TA,0,No Deposit,0,Transient,G,0,1,338,1
Online TA,0,No Deposit,0,Transient,F,0,0,80,1
Online TA,0,No Deposit,0,Transient,E,0,1,226,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,178,0
Online TA,0,No Deposit,0,Transient,A,0,1,19,1
Groups,0,No Deposit,0,Transient-Party,E,0,0,18,1
Online TA,0,No Deposit,0,Transient,D,0,1,118,1
Direct,0,Refundable,0,Transient-Party,A,0,0,3,0
Direct,0,No Deposit,0,Transient,D,0,1,161,0
Online TA,0,No Deposit,0,Transient,Others,0,1,7,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,75,1
Direct,0,No Deposit,0,Group,G,0,1,160,0
Online TA,0,No Deposit,0,Transient,E,0,1,24,0
Online TA,0,No Deposit,0,Transient,D,0,0,28,1
Online TA,0,No Deposit,0,Transient-Party,D,1,1,17,0
Corporate,0,No Deposit,0,Transient,F,0,1,1,0
Corporate,0,No Deposit,0,Transient,E,0,0,7,0
Groups,0,No Deposit,0,Transient-Party,D,0,1,316,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,113,0
Online TA,0,No Deposit,0,Transient,A,0,1,29,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,0,1,0
Online TA,0,No Deposit,0,Transient,E,0,1,91,1
Offline TA/TO,0,No Deposit,0,Transient-Party,Others,0,1,130,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,138,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,146,0
Direct,0,No Deposit,0,Transient,F,0,0,12,1
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,25,0
Corporate,0,Non Refund,0,Transient-Party,E,0,0,192,1
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,61,0
Online TA,0,No Deposit,0,Transient,A,0,0,227,1
Direct,0,No Deposit,0,Transient,E,0,1,125,0
Offline TA/TO,1,No Deposit,0,Transient,D,0,1,299,1
Direct,0,Non Refund,0,Transient-Party,A,0,0,1,0
Online TA,0,No Deposit,0,Transient,A,0,0,48,1
Direct,0,No Deposit,0,Transient,A,0,1,111,0
Corporate,0,No Deposit,0,Transient-Party,D,0,0,20,1
Direct,0,No Deposit,0,Transient,D,1,1,13,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,287,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,102,0
Direct,0,No Deposit,0,Group,E,0,0,90,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,64,0
Offline TA/TO,1,No Deposit,0,Group,A,0,1,2,1
Online TA,0,No Deposit,0,Transient,D,0,1,5,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,151,0
Direct,0,No Deposit,0,Transient,F,0,1,250,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,305,1
Direct,0,No Deposit,0,Transient,Others,0,1,32,0
Groups,0,No Deposit,0,Transient-Party,D,0,0,363,0
Online TA,0,No Deposit,0,Transient,F,0,1,104,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,8,0
Online TA,0,No Deposit,0,Transient,G,0,1,44,0
Online TA,0,No Deposit,0,Transient,F,0,1,56,0
Online TA,0,No Deposit,0,Transient-Party,E,1,1,100,0
Online TA,0,No Deposit,0,Transient,D,0,0,105,1
Online TA,0,No Deposit,0,Transient,D,0,1,224,1
Direct,0,No Deposit,0,Transient,G,0,1,131,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,8,1
Online TA,0,No Deposit,0,Transient,D,0,1,182,0
Offline TA/TO,0,No Deposit,0,Transient,Others,0,1,62,0
Online TA,0,No Deposit,0,Transient,E,0,1,205,0
Others,0,No Deposit,0,Transient-Party,B,0,1,2,1
Online TA,0,No Deposit,0,Transient,B,0,1,23,1
Corporate,0,No Deposit,0,Group,E,0,0,26,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,136,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,110,1
Direct,0,No Deposit,0,Transient,A,0,1,20,0
Groups,0,Non Refund,0,Transient,A,0,0,78,1
Groups,0,No Deposit,0,Transient-Party,A,0,1,292,0
Online TA,0,No Deposit,0,Transient,D,1,1,197,0
Online TA,0,No Deposit,0,Transient,B,0,1,252,1
Others,0,No Deposit,0,Transient,Others,0,0,0,1
Corporate,0,No Deposit,0,Transient-Party,A,0,1,16,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,48,0
Direct,0,No Deposit,0,Transient,D,1,1,108,0
Offline TA/TO,0,No Deposit,0,Group,A,0,0,0,0
Direct,0,No Deposit,0,Transient-Party,A,0,0,267,0
Online TA,0,No Deposit,0,Transient,D,1,1,59,0
Corporate,0,No Deposit,0,Transient,D,1,1,3,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,1,119,0
Online TA,0,No Deposit,0,Transient,Others,0,1,37,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,39,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,72,1
Direct,0,No Deposit,0,Transient-Party,E,0,1,143,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,0,133,0
Online TA,0,No Deposit,0,Transient,E,0,1,48,0
Direct,0,No Deposit,0,Transient,D,0,1,56,0
Online TA,0,No Deposit,0,Transient,A,0,0,65,1
Direct,0,No Deposit,0,Transient,A,0,1,23,0
Online TA,0,No Deposit,0,Transient,D,0,1,71,1
Offline TA/TO,0,No Deposit,0,Transient-Party,D,1,1,21,0
Direct,0,No Deposit,0,Transient,F,0,1,113,0
Direct,0,No Deposit,0,Transient,A,0,1,211,0
Direct,0,No Deposit,0,Transient,A,0,1,2,0
Direct,0,No Deposit,0,Transient,E,0,1,218,0
Direct,0,No Deposit,0,Transient,E,1,1,62,0
Direct,0,No Deposit,0,Group,A,0,0,304,1
Online TA,0,No Deposit,0,Transient,D,1,1,23,0
Online TA,0,No Deposit,0,Transient,Others,0,1,8,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,73,0
Online TA,0,No Deposit,0,Transient,D,1,1,129,0
Direct,0,No Deposit,0,Transient,Others,0,1,14,1
Online TA,0,No Deposit,0,Transient,A,0,0,99,0
Online TA,0,No Deposit,0,Transient,Others,0,0,88,0
Online TA,0,No Deposit,0,Transient-Party,E,0,0,236,0
Online TA,0,No Deposit,0,Transient-Party,E,1,0,8,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,41,0
Direct,0,No Deposit,0,Transient,E,0,0,75,0
Corporate,0,No Deposit,0,Transient,A,0,1,2,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,139,0
Direct,0,No Deposit,0,Transient,E,1,1,27,0
Online TA,0,No Deposit,0,Transient,A,0,1,141,1
Online TA,0,No Deposit,0,Transient,Others,0,0,132,0
Direct,0,No Deposit,0,Transient,A,0,1,93,0
Direct,0,No Deposit,0,Transient,D,1,0,49,0
Online TA,0,No Deposit,0,Transient,A,0,0,30,0
Corporate,0,No Deposit,0,Transient,A,0,0,7,0
Online TA,0,No Deposit,0,Transient,A,0,1,223,1
Online TA,0,No Deposit,0,Transient,G,0,0,135,1
Groups,0,No Deposit,0,Transient-Party,E,0,0,41,0
Online TA,0,No Deposit,0,Transient,E,0,1,70,0
Online TA,0,No Deposit,0,Transient,G,0,0,45,1
Online TA,0,No Deposit,0,Transient,D,0,0,74,0
Others,0,No Deposit,0,Transient,B,0,1,15,0
Direct,0,No Deposit,0,Transient,E,0,0,112,0
Direct,0,No Deposit,0,Transient,B,0,1,22,1
Direct,0,No Deposit,0,Transient,E,0,1,113,0
Online TA,0,No Deposit,0,Transient-Party,G,0,1,84,0
Online TA,0,No Deposit,0,Transient,D,0,1,93,1
Online TA,0,No Deposit,0,Transient-Party,B,0,0,75,0
Online TA,0,No Deposit,0,Transient,A,0,0,24,0
Offline TA/TO,0,No Deposit,0,Transient,Others,0,0,19,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,32,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,122,0
Online TA,0,No Deposit,0,Transient,B,0,1,41,0
Online TA,0,No Deposit,0,Transient,B,0,1,183,0
Online TA,0,No Deposit,0,Transient,A,0,0,143,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,150,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,187,1
Online TA,0,No Deposit,0,Transient,G,0,1,10,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,174,0
Online TA,0,No Deposit,0,Transient,A,1,1,35,0
Online TA,0,No Deposit,0,Contract,D,0,0,72,0
Online TA,0,No Deposit,0,Transient,D,0,1,48,1
Corporate,0,No Deposit,0,Transient-Party,A,0,0,11,0
Online TA,0,No Deposit,0,Transient,E,0,1,72,1
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,117,1
Online TA,0,No Deposit,0,Transient,E,1,1,29,0
Direct,1,No Deposit,0,Transient,A,0,1,144,1
Online TA,0,No Deposit,0,Transient,E,0,1,77,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,60,0
Direct,0,No Deposit,0,Transient,A,1,1,29,0
Direct,0,No Deposit,0,Transient,A,0,0,270,1
Direct,0,No Deposit,0,Transient,Others,1,0,124,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,64,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,117,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,258,0
Direct,0,No Deposit,0,Transient,A,1,0,168,0
Online TA,0,No Deposit,0,Transient,A,0,1,23,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,19,0
Direct,0,No Deposit,0,Transient,Others,0,0,38,0
Online TA,0,No Deposit,0,Transient,D,0,0,63,0
Online TA,1,No Deposit,0,Contract,D,0,1,15,1
Online TA,0,No Deposit,0,Transient,A,0,1,103,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,1,0,30,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,33,0
Online TA,0,No Deposit,0,Transient,D,0,1,36,1
Online TA,0,No Deposit,0,Transient,G,1,0,18,0
Online TA,0,No Deposit,0,Transient,B,0,0,103,1
Online TA,0,No Deposit,0,Transient,E,0,1,139,1
Offline TA/TO,0,No Deposit,0,Transient,G,0,0,32,0
Corporate,1,No Deposit,0,Transient,A,0,0,1,0
Online TA,0,No Deposit,0,Transient,E,0,0,1,0
Direct,0,No Deposit,0,Transient-Party,E,1,1,156,0
Online TA,0,No Deposit,0,Transient,A,0,1,92,1
Online TA,0,No Deposit,0,Transient-Party,E,0,0,161,0
Online TA,0,No Deposit,0,Transient,G,0,0,101,0
Direct,0,No Deposit,0,Transient-Party,B,0,1,162,0
Online TA,0,No Deposit,0,Transient,F,0,0,32,0
Direct,0,No Deposit,0,Transient,A,0,0,211,1
Others,0,No Deposit,0,Transient,B,0,0,5,0
Direct,0,No Deposit,0,Transient,G,0,0,129,0
Online TA,0,No Deposit,0,Transient,E,0,1,79,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,78,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,22,0
Offline TA/TO,0,No Deposit,0,Group,D,0,1,2,0
Online TA,0,No Deposit,0,Transient-Party,G,1,1,1,0
Direct,1,No Deposit,0,Transient,A,0,0,13,1
Direct,0,No Deposit,0,Transient-Party,E,0,1,44,1
Online TA,0,No Deposit,0,Transient,A,1,0,29,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,91,0
Online TA,0,No Deposit,0,Transient,G,0,1,11,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,83,0
Online TA,0,No Deposit,0,Transient,B,0,1,251,1
Groups,0,No Deposit,0,Transient,D,0,1,100,0
Online TA,0,No Deposit,0,Transient,D,0,0,90,1
Online TA,0,No Deposit,0,Transient,F,0,0,85,0
Online TA,0,No Deposit,0,Transient,A,0,1,125,0
Corporate,1,No Deposit,0,Transient,E,0,0,0,0
Online TA,0,No Deposit,0,Transient,A,0,0,21,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,179,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,321,0
Online TA,0,No Deposit,0,Transient,E,0,0,34,0
Corporate,1,No Deposit,0,Transient,A,0,1,1,0
Online TA,0,No Deposit,0,Transient,A,0,0,129,0
Groups,0,No Deposit,0,Transient-Party,D,0,1,33,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,84,0
Direct,0,No Deposit,0,Transient,Others,1,1,97,0
Online TA,0,No Deposit,0,Transient,Others,0,0,11,0
Online TA,0,No Deposit,0,Transient,A,0,1,168,0
Direct,0,No Deposit,0,Transient,Others,1,0,205,0
Online TA,0,No Deposit,0,Transient,E,0,0,44,0
Direct,0,No Deposit,0,Transient,Others,0,0,160,0
Direct,0,No Deposit,0,Transient,A,0,1,156,0
Direct,0,No Deposit,0,Transient,E,0,1,251,1
Offline TA/TO,0,No Deposit,0,Transient,D,1,0,176,0
Online TA,0,No Deposit,0,Transient,E,0,0,176,1
Online TA,0,No Deposit,0,Transient,F,0,0,97,1
Online TA,0,No Deposit,0,Transient,A,0,1,52,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,98,0
Groups,0,No Deposit,0,Transient,A,0,0,153,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,54,1
Groups,0,No Deposit,0,Transient,G,1,0,123,0
Online TA,0,No Deposit,0,Transient,A,0,1,355,0
Online TA,0,No Deposit,0,Group,E,1,0,12,0
